bins	meanCoverage	standardError	feature	Sample
10	0.305316574808442	0.00962864500504927	downstream	group1
11	0.305451001478693	0.00966234263213272	downstream	group1
12	0.303737061432988	0.00968523027433763	downstream	group1
13	0.304846081462562	0.00994318350136427	downstream	group1
14	0.300880494690147	0.00999221728662966	downstream	group1
15	0.298830487968813	0.0101603283803916	downstream	group1
16	0.298057534614868	0.0105908929680567	downstream	group1
17	0.297385401263611	0.0105630175649536	downstream	group1
18	0.296041134561097	0.0105637519540858	downstream	group1
19	0.292949321145315	0.0104145207383164	downstream	group1
20	0.28851324102702	0.00983550627756088	downstream	group1
21	0.283371420889905	0.00919418035810995	downstream	group1
22	0.284346014249227	0.00902885352454803	downstream	group1
23	0.287000940986692	0.00940204065167467	downstream	group1
24	0.282094367522517	0.00883902792579207	downstream	group1
25	0.285522247613927	0.00980353571041567	downstream	group1
26	0.29052964108079	0.0102680611467879	downstream	group1
27	0.289319801048528	0.0102766853163181	downstream	group1
28	0.288681274364834	0.0102927177671236	downstream	group1
29	0.282363220863019	0.009334319330991	downstream	group1
30	0.282732894206211	0.00932225903853923	downstream	group1
31	0.285858314289555	0.00941497415329573	downstream	group1
32	0.282195187525205	0.00901685280130268	downstream	group1
33	0.281623874176637	0.00900987220340136	downstream	group1
34	0.289790294394408	0.00906885657104313	downstream	group1
35	0.292848501142627	0.00941663123163338	downstream	group1
36	0.292982927812878	0.00950055562308343	downstream	group1
37	0.291336201102299	0.00946420514380081	downstream	group1
38	0.288143567683828	0.00933624742698609	downstream	group1
39	0.29288210781019	0.00951972134266263	downstream	group1
40	0.295234574539589	0.00963088315429271	downstream	group1
41	0.294932114531523	0.00957786520090744	downstream	group1
42	0.293890307837075	0.00958312625479133	downstream	group1
43	0.290059147734911	0.00949768565258472	downstream	group1
44	0.293050141148004	0.00972397275706473	downstream	group1
45	0.293856701169512	0.0099229880368432	downstream	group1
46	0.296041134561097	0.00995439036031652	downstream	group1
47	0.29973786799301	0.0101202776072565	downstream	group1
48	0.305921494824573	0.0107984486097502	downstream	group1
49	0.305753461486759	0.0108590503559086	downstream	group1
50	0.304946901465251	0.0108513850933904	downstream	group1
51	0.289924721064659	0.0103966361408158	downstream	group1
52	0.286295200967872	0.0103273253751914	downstream	group1
53	0.285824707621992	0.0103840398805439	downstream	group1
54	0.281859120849577	0.00983716741855515	downstream	group1
55	0.282027154187391	0.00995609523636526	downstream	group1
56	0.285287000940987	0.00998464019794419	downstream	group1
57	0.2878075010082	0.0102722316416231	downstream	group1
58	0.289420621051217	0.0103540555484079	downstream	group1
59	0.285690280951741	0.010329637949151	downstream	group1
60	0.288479634359457	0.0105163087752258	downstream	group1
61	0.299704261325447	0.0110284598273268	downstream	group1
62	0.302628041403414	0.0115069236830502	downstream	group1
63	0.303972308105928	0.0115875071334392	downstream	group1
64	0.307870681543218	0.0118536189314532	downstream	group1
65	0.313113321683022	0.0125410250904178	downstream	group1
66	0.315768248420487	0.0121576011062166	downstream	group1
67	0.322220728592553	0.0119956894165261	downstream	group1
68	0.325984675359591	0.0123018055502161	downstream	group1
69	0.324304341981449	0.0121627755591518	downstream	group1
70	0.326253528700094	0.0123990526031503	downstream	group1
71	0.326992875386477	0.0124797532448902	downstream	group1
72	0.335730608952816	0.0127673893666792	downstream	group1
73	0.340637182416992	0.0129475237880505	downstream	group1
74	0.336436348971636	0.0128203964643237	downstream	group1
75	0.337511762333647	0.0130250190694263	downstream	group1
76	0.35125688936685	0.0139310252881274	downstream	group1
77	0.350651969350719	0.013996970355532	downstream	group1
78	0.354382309450195	0.0140161918008707	downstream	group1
79	0.369337276515661	0.0150848555691354	downstream	group1
80	0.372597123269257	0.0152204040491775	downstream	group1
81	0.387720123672537	0.0159891285384692	downstream	group1
82	0.395920150557871	0.016168001268875	downstream	group1
83	0.397129990590133	0.016630660880999	downstream	group1
84	0.398642290630461	0.0165541225083171	downstream	group1
85	0.400725904019357	0.0172875728397902	downstream	group1
86	0.407211990858986	0.0176568449257407	downstream	group1
87	0.415479231079446	0.0185295184265453	downstream	group1
88	0.417159564457588	0.0186604228609466	downstream	group1
89	0.421898104583949	0.0196755776892456	downstream	group1
90	0.410572657615271	0.0195866753819912	downstream	group1
91	0.412790697674419	0.0198424081378205	downstream	group1
92	0.40099475735986	0.0193476497821717	downstream	group1
93	0.403548864094636	0.0201855619567169	downstream	group1
94	0.421830891248824	0.0220861447692562	downstream	group1
95	0.446733431912891	0.0248659585179791	downstream	group1
96	0.451236725366313	0.0256579772492054	downstream	group1
97	0.426939104718376	0.0237336112626829	downstream	group1
98	0.384527490254066	0.0204767141644471	downstream	group1
99	0.385905363624143	0.0213124351086555	downstream	group1
100	0.371555316574808	0.0189791941343393	downstream	group1
